Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ltsi.fhir.oncofair.json	17618	-	0	0	0	0	0	0	5	43	0	0	0	0	0	0	0	1	0	0	115	124	0	0	0	8	0	0
fsh-generated/resources/CarePlan-examplePrescription.json	1947	9	1	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	72	22	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSCommunicationModes.json	542	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	1087	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSLOINC.json	701	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	69	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMedicalUnits.json	31246	19	1	0	0	0	0	0	4	47	0	0	1	0	0	0	0	1	0	0	197	288	0	0	0	7	0	1
fsh-generated/resources/CodeSystem-CSMedicationTypes.json	1412	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMedications.json	1364	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	32	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-CSPrescriptionStatus.json	682	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSSCT.json	1912	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	17	32	0	0	0	0	0	0
fsh-generated/resources/DeviceDefinition-exampleAssociatedDeviceNEBUL.json	283	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Encounter-exampleStay.json	428	7	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/Location-exampleAccomodationUnit.json	290	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationBACTRIMFORTE.json	486	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationDOLIPRANE.json	503	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationOXALIPLATINE200mg.json	471	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
