"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"compteRenduAdministration","compteRenduAdministration","","","",0,*,"","","","null {[]} {[]}
","Compte Rendu Administration PN13","Protocole Prescrit provenant de la norme PN13, Prescribed component as defined in the PN13","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"compteRenduAdministration.idProtocolePrescrit","compteRenduAdministration.idProtocolePrescrit","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.idProtocolePrescrit",1,1,"",""
"compteRenduAdministration.libelleProtocolePrescrit","compteRenduAdministration.libelleProtocolePrescrit","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.libelleProtocolePrescrit",1,1,"",""
"compteRenduAdministration.CreationArretModificationValidation","compteRenduAdministration.CreationArretModificationValidation","","","",0,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.CreationArretModificationValidation",0,1,"",""
"compteRenduAdministration.validationPharmaceutique","compteRenduAdministration.validationPharmaceutique","","","",0,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.validationPharmaceutique",0,1,"",""
"compteRenduAdministration.propostionPharmaceutique","compteRenduAdministration.propostionPharmaceutique","","","",0,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.propostionPharmaceutique",0,1,"",""
"compteRenduAdministration.referenceProtocole","compteRenduAdministration.referenceProtocole","","","",0,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.referenceProtocole",0,1,"",""
"compteRenduAdministration.numeroCure","compteRenduAdministration.numeroCure","","","",0,1,"","","","integer {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.numeroCure",0,1,"",""
"compteRenduAdministration.numeroJour","compteRenduAdministration.numeroJour","","","",0,1,"","","","integer {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.numeroJour",0,1,"",""
"compteRenduAdministration.dateHeureReference","compteRenduAdministration.dateHeureReference","","","",1,1,"","","","instant {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.dateHeureReference",1,1,"",""
"compteRenduAdministration.Indication","compteRenduAdministration.Indication","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.Indication",0,1,"",""
"compteRenduAdministration.Commentaires","compteRenduAdministration.Commentaires","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.Commentaires",0,1,"",""
"compteRenduAdministration.idProtocolePere","compteRenduAdministration.idProtocolePere","","","",0,1,"","","","Identifier {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"compteRenduAdministration.idProtocolePere",0,1,"",""
