"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"ComposantPrescriptPN13","ComposantPrescriptPN13","","","",0,*,"","","","null {[]} {[]}
","Composant Prescript PN13","Composant Prescript provenant de la norme PN13, Prescribed component as defined in the PN13","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"ComposantPrescriptPN13.typeComposant","ComposantPrescriptPN13.typeComposant","","","",1,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.typeComposant",1,1,"",""
"ComposantPrescriptPN13.codeComposant","ComposantPrescriptPN13.codeComposant","","","",1,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.codeComposant",1,1,"",""
"ComposantPrescriptPN13.libelleComposant","ComposantPrescriptPN13.libelleComposant","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.libelleComposant",1,1,"",""
"ComposantPrescriptPN13.quantiteComposantPrescrit","ComposantPrescriptPN13.quantiteComposantPrescrit","","","",1,1,"","","","Quantity {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.quantiteComposantPrescrit",1,1,"",""
"ComposantPrescriptPN13.nonSubstituable","ComposantPrescriptPN13.nonSubstituable","","","",0,1,"","","","boolean {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.nonSubstituable",0,1,"",""
"ComposantPrescriptPN13.estReferentPoso","ComposantPrescriptPN13.estReferentPoso","","","",0,1,"","","","boolean {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.estReferentPoso",0,1,"",""
"ComposantPrescriptPN13.ALDExonerante","ComposantPrescriptPN13.ALDExonerante","","","",0,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.ALDExonerante",0,1,"",""
"ComposantPrescriptPN13.Indication","ComposantPrescriptPN13.Indication","","","",0,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.Indication",0,1,"",""
"ComposantPrescriptPN13.Commentaire","ComposantPrescriptPN13.Commentaire","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.Commentaire",0,1,"",""
"ComposantPrescriptPN13.estVehicule","ComposantPrescriptPN13.estVehicule","","","",0,1,"","","","boolean {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.estVehicule",0,1,"",""
"ComposantPrescriptPN13.lienElementPrescription","ComposantPrescriptPN13.lienElementPrescription","","","",1,1,"","","","Reference {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ComposantPrescriptPN13.lienElementPrescription",1,1,"",""
