Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ltsi.fhir.oncofair.json	17661	-	0	0	0	0	0	0	5	54	0	0	0	0	0	0	0	2	0	0	102	100	0	0	0	4	0	0
fsh-generated/resources/CarePlan-examplePrescription.json	1947	10	0	0	0	1	0	0	0	142	0	0	0	0	0	0	0	0	0	0	25	23	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSCommunicationModes.json	542	4	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	1113	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSLOINC.json	701	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	60	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMedicalUnits.json	31246	18	0	0	0	0	0	0	5	46	0	0	0	0	0	0	0	1	0	0	203	238	0	0	0	5	0	1
fsh-generated/resources/CodeSystem-CSMedicationTypes.json	1412	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMedications.json	1364	5	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	38	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSPrescriptionCategory.json	692	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSSCT.json	1912	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	37	0	0	0	0	0	0
fsh-generated/resources/DeviceDefinition-exampleAssociatedDeviceNEBUL.json	283	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/Encounter-exampleStay.json	428	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0
fsh-generated/resources/Location-exampleAccomodationUnit.json	290	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationBACTRIMFORTE.json	486	5	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationDOLIPRANE.json	503	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationOXALIPLATINE200mg.json	471	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationOXYCODONELP10MGVIATRIS.json	552	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationPENTACARINAT300MG.json	485	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationPROFENID50MG.json	474	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Medication-exampleOncologyMedicationVITB12.json	484	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/MedicationAdministration-exampleAdministrationReportBACTRIMFORTE.json	1110	7	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-examplePrescriptionItemBACTRIMFORTE.json	2221	11	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	21	12	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-examplePrescriptionItemDOLIPRANE.json	2127	6	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	19	7	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-examplePrescriptionItemOXALIPLATINE200mg.json	2144	6	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-examplePrescriptionItemOXYCODONELP10MGVIATRIS.json	1894	5	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0
