Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ltsi.fhir.oncofair.json	56607	-	0	0	0	0	0	0	6	101	0	0	0	0	0	0	0	2	0	0	169	219	0	0	0	8	0	1
fsh-generated/resources/CapabilityStatement-oncofair-consumer-secondary-chemotherapy-data.json	20231	14	0	0	0	0	0	0	2	114	0	0	0	0	0	0	0	0	0	0	79	46	0	0	0	3	0	0
fsh-generated/resources/CapabilityStatement-oncofair-health-data-warehouse.json	26248	13	0	0	0	0	0	0	2	43	0	0	0	0	0	0	0	0	0	0	91	38	0	1	0	4	0	0
fsh-generated/resources/CapabilityStatement-oncofair-producer-chemotherapy-data.json	6632	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	37	15	0	0	0	1	0	0
fsh-generated/resources/CarePlan-ExampleOncoFAIRCarePlan.json	2065	7	0	0	1	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0
fsh-generated/resources/CarePlan-OncoFAIRCarePlan-folfox.json	1515	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEventTypeData.json	868	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16	1400	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSMedicationItemProvenance.json	702	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	63	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMedicationStatus.json	978	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	48	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMedicationTypes.json	1413	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	55	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-concept-medication-oncofair-codesystem.json	742	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	37	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-medical-units-oncofair-codesystem.json	31300	16	0	0	0	0	0	0	5	35	0	0	0	0	0	0	0	0	0	0	121	160	0	0	0	9	0	0
fsh-generated/resources/CodeSystem-medication-lti-exemption.json	3781	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	35	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-medications-oncofair-codesystem.json	1145	6	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	12	31	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-siph-gonogo-oncofair-codesystem.json	739	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-siph-listeald-oncofair-codesystem.json	3936	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	22	32	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-siph-natureproppharm-oncofair-codesystem.json	740	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	25	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-siph-paramposoconditionnelle-oncofair-codesystem.json	1109	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	27	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-siph-renscomplement-oncofair-codesystem.json	1239	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	13	26	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-siph-statutcomposantadm-oncofair-codesystem.json	1088	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	26	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-siph-statutvalidpharm-oncofair-codesystem.json	610	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	23	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-siph-type-liaison-oncofair-codesystem.json	919	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-siph-typecomposant-oncofair-codesystem.json	1523	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	26	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-siph-typeeltpla-oncofair-codesystem.json	1087	3	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	13	24	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-siph-typeevenement-oncofair-codesystem.json	792	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	25	0	0	0	0	0	0
fsh-generated/resources/Condition-fhir-osiris-example-TumorPathologyEvent-instance-1.json	1487	5	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/Condition-fhir-osiris-example-TumorPathologyEvent-instance-2.json	1690	3	0	0	0	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Device-ExampleOncoFAIRDevice-diffuseur.json	263	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/Device-ExampleOncoFAIRDevice-perfusion.json	264	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Device-ExampleOncoFAIRDevice.json	120	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/DeviceDefinition-ExampleOncoFAIRDeviceDefinition-diffuseur.json	155	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/DeviceDefinition-ExampleOncoFAIRDeviceDefinition-perfusion.json	156	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/DeviceDefinition-ExampleOncoFAIRDeviceDefinition.json	140	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Encounter-ExampleOncoFAIREncounter.json	343	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/HealthcareService-ExampleHealthcareServiceAccomodation.json	147	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/HealthcareService-ExampleHealthcareServiceMedicalLiability.json	152	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Medication-ExampleOncoFAIRMedication.json	732	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/Medication-OncoFAIRMedication-fluoro-uracile.json	822	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Medication-OncoFAIRMedication-oxaliplatine.json	823	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Medication-OncoFAIRMedication-vehicule.json	818	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/MedicationAdministration-ExampleOncoFAIRMedicationAdministrationComponent.json	2313	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/MedicationAdministration-ExampleOncoFAIRMedicationAdministrationElement.json	3082	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0
fsh-generated/resources/MedicationAdministration-ExampleOncoFAIRMedicationAdministrationReport.json	1017	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-Component.json	1996	5	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-Element-folfox-diffuseur.json	3159	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	9	0	0	1	0	0	0
fsh-generated/resources/MedicationRequest-Element-folfox.json	3138	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	1
fsh-generated/resources/MedicationRequest-Element.json	5808	4	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-OncoFAIRMedicationRequestComponent-Folfox-oxaliplatine-diffuseur.json	2527	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-OncoFAIRMedicationRequestComponent-Folfox-oxaliplatine.json	2362	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-OncoFAIRMedicationRequestComponent-Folfox-uracile-diffuseur.json	2518	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-OncoFAIRMedicationRequestComponent-Folfox-uracile.json	2488	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-OncoFAIRMedicationRequestComponent-Folfox-vehicule-diffuseur.json	2515	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	60	9	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-OncoFAIRMedicationRequestComponent-Folfox-vehicule.json	2485	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-Prescription.json	896	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	1
fsh-generated/resources/MedicationRequest-PrescriptionFolfox-difuseur.json	1740	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-PrescriptionFolfox.json	1590	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/Observation-ExampleOncoFAIRObservation.json	630	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
